game_id	context_id	context_name	context_weight
41010	13	gaming_mood:story-based	0.00757576
41010	17	social_companion:toddlers	0.0227273
41010	18	social_companion:preschoolers	0.0909091
41010	19	social_companion:children	1.0
41010	20	social_companion:family	0.0227273
41010	21	social_companion:friends	0.0151515
41114	1	playing_time:very_short	0.251969
41114	2	playing_time:short	0.0275591
41114	3	playing_time:moderate	0.00393701
41114	4	playing_time:long	0.011811
41114	5	playing_time:very_long	0.00393701
41114	6	gaming_mood:party	0.740157
41114	7	gaming_mood:easy-going	0.330709
41114	8	gaming_mood:expert	0.023622
41114	9	gaming_mood:intense	1.0
41114	10	gaming_mood:cooperative	0.248031
41114	11	gaming_mood:competitive	0.0314961
41114	12	gaming_mood:thematic	0.00393701
41114	13	gaming_mood:story-based	0.0393701
41114	15	social_companion:2-players	0.00787402
41114	16	social_companion:large-group	0.374016
41114	19	social_companion:children	0.0590551
41114	20	social_companion:family	0.169291
41496	17	social_companion:toddlers	0.166667
41496	19	social_companion:children	1.0
41863	1	playing_time:very_short	0.25
41863	4	playing_time:long	0.5
41863	5	playing_time:very_long	1.0
41863	8	gaming_mood:expert	0.25
41863	9	gaming_mood:intense	0.25
41863	11	gaming_mood:competitive	0.5
41863	15	social_companion:2-players	0.75
41863	19	social_companion:children	1.0
41863	20	social_companion:family	0.25
41916	1	playing_time:very_short	0.0245902
41916	7	gaming_mood:easy-going	0.0491803
41916	8	gaming_mood:expert	0.00819672
41916	11	gaming_mood:competitive	0.00819672
41916	17	social_companion:toddlers	0.0163934
41916	18	social_companion:preschoolers	0.0409836
41916	19	social_companion:children	1.0
41916	20	social_companion:family	0.0901639
41916	21	social_companion:friends	0.00819672
43570	1	playing_time:very_short	0.0862534
43570	2	playing_time:short	0.0161725
43570	3	playing_time:moderate	0.00269542
43570	4	playing_time:long	0.00269542
43570	5	playing_time:very_long	0.00269542
43570	7	gaming_mood:easy-going	0.0377358
43570	8	gaming_mood:expert	0.0431267
43570	9	gaming_mood:intense	0.00808625
43570	10	gaming_mood:cooperative	0.0296496
43570	11	gaming_mood:competitive	0.00269542
43570	12	gaming_mood:thematic	0.00539084
43570	13	gaming_mood:story-based	0.0404313
43570	14	social_companion:1-player	1.0
43570	15	social_companion:2-players	0.00269542
43570	16	social_companion:large-group	0.00269542
43570	19	social_companion:children	0.00808625
43570	20	social_companion:family	0.00269542
43570	21	social_companion:friends	0.00539084
43578	10	gaming_mood:cooperative	0.285714
43578	17	social_companion:toddlers	0.142857
43578	18	social_companion:preschoolers	0.142857
43578	19	social_companion:children	1.0
43868	1	playing_time:very_short	0.430556
43868	2	playing_time:short	0.152778
43868	3	playing_time:moderate	0.0138889
43868	6	gaming_mood:party	0.0694444
43868	7	gaming_mood:easy-going	0.5
43868	8	gaming_mood:expert	0.0555556
43868	9	gaming_mood:intense	0.277778
43868	10	gaming_mood:cooperative	0.0138889
43868	11	gaming_mood:competitive	0.0555556
43868	12	gaming_mood:thematic	0.0416667
43868	13	gaming_mood:story-based	0.472222
43868	15	social_companion:2-players	0.0277778
43868	16	social_companion:large-group	0.0694444
43868	18	social_companion:preschoolers	0.0416667
43868	19	social_companion:children	1.0
43868	20	social_companion:family	0.833333
54043	1	playing_time:very_short	0.198034
54043	2	playing_time:short	0.00983146
54043	4	playing_time:long	0.00983146
54043	7	gaming_mood:easy-going	0.264045
54043	8	gaming_mood:expert	0.00983146
54043	9	gaming_mood:intense	0.0252809
54043	10	gaming_mood:cooperative	0.00140449
54043	11	gaming_mood:competitive	0.011236
54043	13	gaming_mood:story-based	0.00140449
54043	14	social_companion:1-player	0.00280899
54043	15	social_companion:2-players	1.0
54043	18	social_companion:preschoolers	0.00140449
54043	19	social_companion:children	0.0238764
54043	20	social_companion:family	0.0224719
54307	1	playing_time:very_short	1.0
54307	7	gaming_mood:easy-going	1.0
54307	8	gaming_mood:expert	0.2
54307	11	gaming_mood:competitive	0.4
54307	13	gaming_mood:story-based	0.2
54307	16	social_companion:large-group	0.2
54307	20	social_companion:family	0.6
56692	1	playing_time:very_short	0.96
56692	7	gaming_mood:easy-going	0.96
56692	9	gaming_mood:intense	0.04
56692	11	gaming_mood:competitive	0.08
56692	15	social_companion:2-players	1.0
56692	16	social_companion:large-group	0.12
56692	19	social_companion:children	0.08
56692	20	social_companion:family	0.32
59959	1	playing_time:very_short	0.0222222
59959	2	playing_time:short	0.0296296
59959	3	playing_time:moderate	0.0148148
59959	4	playing_time:long	0.0814815
59959	5	playing_time:very_long	0.037037
59959	6	gaming_mood:party	0.0148148
59959	7	gaming_mood:easy-going	0.118519
59959	8	gaming_mood:expert	0.0222222
59959	9	gaming_mood:intense	1.0
59959	10	gaming_mood:cooperative	0.177778
59959	12	gaming_mood:thematic	0.0222222
59959	13	gaming_mood:story-based	0.0296296
59959	14	social_companion:1-player	0.00740741
59959	15	social_companion:2-players	0.459259
59959	16	social_companion:large-group	0.0740741
59959	19	social_companion:children	0.0296296
59959	20	social_companion:family	0.0666667
62219	1	playing_time:very_short	0.0650406
62219	2	playing_time:short	0.0162602
62219	3	playing_time:moderate	0.0569106
62219	4	playing_time:long	1.0
62219	5	playing_time:very_long	0.699187
62219	6	gaming_mood:party	0.00813008
62219	7	gaming_mood:easy-going	0.227642
62219	8	gaming_mood:expert	0.292683
62219	9	gaming_mood:intense	0.276423
62219	10	gaming_mood:cooperative	0.00813008
62219	11	gaming_mood:competitive	0.276423
62219	12	gaming_mood:thematic	0.0569106
62219	13	gaming_mood:story-based	0.0813008
62219	14	social_companion:1-player	0.0162602
62219	15	social_companion:2-players	0.308943
62219	16	social_companion:large-group	0.203252
62219	17	social_companion:toddlers	0.00813008
62219	19	social_companion:children	0.0406504
62219	20	social_companion:family	0.0569106
62219	21	social_companion:friends	0.0162602
62871	1	playing_time:very_short	1.0
62871	2	playing_time:short	0.0213904
62871	6	gaming_mood:party	0.0802139
62871	7	gaming_mood:easy-going	0.454545
62871	9	gaming_mood:intense	0.00534759
62871	13	gaming_mood:story-based	0.0106952
62871	14	social_companion:1-player	0.0106952
62871	15	social_companion:2-players	0.0160428
62871	16	social_companion:large-group	0.0160428
62871	17	social_companion:toddlers	0.0106952
62871	18	social_companion:preschoolers	0.0427807
62871	19	social_companion:children	0.208556
62871	20	social_companion:family	0.0748663
63268	1	playing_time:very_short	0.313953
63268	6	gaming_mood:party	0.174419
63268	7	gaming_mood:easy-going	0.174419
63268	9	gaming_mood:intense	0.0465116
63268	11	gaming_mood:competitive	0.0116279
63268	15	social_companion:2-players	0.0348837
63268	16	social_companion:large-group	0.0232558
63268	17	social_companion:toddlers	0.0232558
63268	18	social_companion:preschoolers	0.0348837
63268	19	social_companion:children	1.0
63268	20	social_companion:family	0.209302
65244	1	playing_time:very_short	0.116116
65244	2	playing_time:short	0.00700701
65244	3	playing_time:moderate	0.001001
65244	6	gaming_mood:party	0.004004
65244	7	gaming_mood:easy-going	0.293293
65244	8	gaming_mood:expert	0.022022
65244	9	gaming_mood:intense	0.0770771
65244	10	gaming_mood:cooperative	1.0
65244	11	gaming_mood:competitive	0.015015
65244	12	gaming_mood:thematic	0.002002
65244	13	gaming_mood:story-based	0.029029
65244	14	social_companion:1-player	0.028028
65244	15	social_companion:2-players	0.038038
65244	16	social_companion:large-group	0.001001
65244	17	social_companion:toddlers	0.002002
65244	18	social_companion:preschoolers	0.013013
65244	19	social_companion:children	0.455455
65244	20	social_companion:family	0.314314
65244	21	social_companion:friends	0.003003
65814	1	playing_time:very_short	0.0666667
65814	6	gaming_mood:party	0.0666667
65814	7	gaming_mood:easy-going	0.2
65814	18	social_companion:preschoolers	0.0666667
65814	19	social_companion:children	1.0
65814	20	social_companion:family	0.333333
66056	1	playing_time:very_short	0.010989
66056	2	playing_time:short	0.010989
66056	3	playing_time:moderate	0.010989
66056	4	playing_time:long	0.021978
66056	7	gaming_mood:easy-going	0.0659341
66056	8	gaming_mood:expert	0.010989
66056	10	gaming_mood:cooperative	0.010989
66056	11	gaming_mood:competitive	0.010989
66056	12	gaming_mood:thematic	0.010989
66056	15	social_companion:2-players	1.0
66188	1	playing_time:very_short	0.122449
66188	2	playing_time:short	0.0204082
66188	3	playing_time:moderate	0.102041
66188	4	playing_time:long	0.102041
66188	5	playing_time:very_long	0.0612245
66188	7	gaming_mood:easy-going	0.714286
66188	8	gaming_mood:expert	0.0816327
66188	9	gaming_mood:intense	0.183673
66188	10	gaming_mood:cooperative	0.0612245
66188	11	gaming_mood:competitive	0.326531
66188	12	gaming_mood:thematic	0.0612245
66188	15	social_companion:2-players	1.0
66188	19	social_companion:children	0.122449
66188	20	social_companion:family	0.714286
66589	1	playing_time:very_short	0.533333
66589	3	playing_time:moderate	0.0666667
66589	4	playing_time:long	0.266667
66589	5	playing_time:very_long	0.133333
66589	7	gaming_mood:easy-going	0.666667
66589	8	gaming_mood:expert	0.0666667
66589	9	gaming_mood:intense	0.4
66589	11	gaming_mood:competitive	0.2
66589	12	gaming_mood:thematic	0.133333
66589	15	social_companion:2-players	1.0
67239	1	playing_time:very_short	0.25
67239	2	playing_time:short	0.0625
67239	3	playing_time:moderate	0.125
67239	4	playing_time:long	1.0
67239	5	playing_time:very_long	0.375
67239	6	gaming_mood:party	0.0625
67239	7	gaming_mood:easy-going	0.0625
67239	8	gaming_mood:expert	0.125
67239	9	gaming_mood:intense	0.0625
67239	11	gaming_mood:competitive	0.0625
67239	15	social_companion:2-players	0.0625
67239	19	social_companion:children	0.0625
67239	20	social_companion:family	0.125
67492	4	playing_time:long	0.75
67492	7	gaming_mood:easy-going	0.25
67492	8	gaming_mood:expert	0.25
67492	10	gaming_mood:cooperative	0.5
67492	11	gaming_mood:competitive	0.5
67492	13	gaming_mood:story-based	0.25
67492	15	social_companion:2-players	1.0
68425	1	playing_time:very_short	0.5
68425	2	playing_time:short	0.35
68425	3	playing_time:moderate	0.1
68425	4	playing_time:long	0.05
68425	5	playing_time:very_long	0.05
68425	7	gaming_mood:easy-going	0.95
68425	8	gaming_mood:expert	0.15
68425	9	gaming_mood:intense	0.2
68425	11	gaming_mood:competitive	0.35
68425	13	gaming_mood:story-based	0.05
68425	14	social_companion:1-player	0.05
68425	15	social_companion:2-players	1.0
68425	19	social_companion:children	0.05
68425	20	social_companion:family	0.05
68448	1	playing_time:very_short	0.919908
68448	2	playing_time:short	0.17849
68448	3	playing_time:moderate	0.0160183
68448	4	playing_time:long	0.0457666
68448	5	playing_time:very_long	0.00915332
68448	6	gaming_mood:party	0.116705
68448	7	gaming_mood:easy-going	1.0
68448	8	gaming_mood:expert	0.148741
68448	9	gaming_mood:intense	0.0617849
68448	10	gaming_mood:cooperative	0.00915332
68448	11	gaming_mood:competitive	0.144165
68448	12	gaming_mood:thematic	0.00686499
68448	13	gaming_mood:story-based	0.0114416
68448	14	social_companion:1-player	0.0160183
68448	15	social_companion:2-players	0.485126
68448	16	social_companion:large-group	0.935927
68448	17	social_companion:toddlers	0.00228833
68448	19	social_companion:children	0.0892448
68448	20	social_companion:family	0.359268
68448	21	social_companion:friends	0.0183066
69789	1	playing_time:very_short	0.854545
69789	2	playing_time:short	0.0545455
69789	4	playing_time:long	0.0181818
69789	5	playing_time:very_long	0.0181818
69789	7	gaming_mood:easy-going	1.0
69789	8	gaming_mood:expert	0.0181818
69789	9	gaming_mood:intense	0.0909091
69789	10	gaming_mood:cooperative	0.0363636
69789	11	gaming_mood:competitive	0.127273
69789	12	gaming_mood:thematic	0.0181818
69789	13	gaming_mood:story-based	0.0727273
69789	14	social_companion:1-player	0.2
69789	15	social_companion:2-players	0.872727
69789	16	social_companion:large-group	0.0545455
69789	19	social_companion:children	0.0545455
69789	20	social_companion:family	0.0363636
70149	2	playing_time:short	0.111111
70149	4	playing_time:long	0.259259
70149	5	playing_time:very_long	0.0740741
70149	7	gaming_mood:easy-going	0.037037
70149	8	gaming_mood:expert	0.222222
70149	9	gaming_mood:intense	0.222222
70149	11	gaming_mood:competitive	0.0740741
70149	12	gaming_mood:thematic	0.037037
70149	14	social_companion:1-player	0.111111
70149	15	social_companion:2-players	1.0
70149	20	social_companion:family	0.037037
70512	2	playing_time:short	0.166667
70512	4	playing_time:long	0.166667
70512	7	gaming_mood:easy-going	0.333333
70512	8	gaming_mood:expert	0.666667
70512	9	gaming_mood:intense	0.5
70512	11	gaming_mood:competitive	1.0
70512	12	gaming_mood:thematic	0.166667
70512	13	gaming_mood:story-based	0.166667
70512	14	social_companion:1-player	0.5
70512	15	social_companion:2-players	0.666667
70512	19	social_companion:children	0.166667
72287	1	playing_time:very_short	0.707317
72287	2	playing_time:short	0.0731707
72287	4	playing_time:long	0.0243902
72287	7	gaming_mood:easy-going	0.414634
72287	8	gaming_mood:expert	0.0243902
72287	9	gaming_mood:intense	0.951219
72287	10	gaming_mood:cooperative	0.0243902
72287	11	gaming_mood:competitive	0.146341
72287	15	social_companion:2-players	1.0
72287	20	social_companion:family	0.0243902
73439	1	playing_time:very_short	0.0344828
73439	2	playing_time:short	0.0344828
73439	3	playing_time:moderate	0.103448
73439	4	playing_time:long	0.0689655
73439	5	playing_time:very_long	0.0689655
73439	7	gaming_mood:easy-going	0.275862
73439	8	gaming_mood:expert	0.413793
73439	9	gaming_mood:intense	0.241379
73439	11	gaming_mood:competitive	0.241379
73439	13	gaming_mood:story-based	0.0689655
73439	14	social_companion:1-player	0.103448
73439	15	social_companion:2-players	1.0
77423	1	playing_time:very_short	0.01875
77423	2	playing_time:short	0.03125
77423	3	playing_time:moderate	0.00625
77423	5	playing_time:very_long	0.0125
77423	6	gaming_mood:party	0.00625
77423	7	gaming_mood:easy-going	0.025
77423	8	gaming_mood:expert	0.06875
77423	9	gaming_mood:intense	0.1
77423	10	gaming_mood:cooperative	1.0
77423	11	gaming_mood:competitive	0.01875
77423	12	gaming_mood:thematic	0.04375
77423	13	gaming_mood:story-based	0.4875
77423	14	social_companion:1-player	0.5125
77423	15	social_companion:2-players	0.43125
77423	19	social_companion:children	0.0125
77423	20	social_companion:family	0.025
77423	21	social_companion:friends	0.00625
80771	1	playing_time:very_short	1.0
80771	7	gaming_mood:easy-going	0.285714
80771	20	social_companion:family	0.571429
83195	1	playing_time:very_short	0.625
83195	6	gaming_mood:party	0.125
83195	7	gaming_mood:easy-going	0.375
83195	8	gaming_mood:expert	0.0625
83195	9	gaming_mood:intense	0.125
83195	10	gaming_mood:cooperative	0.0625
83195	15	social_companion:2-players	0.125
83195	19	social_companion:children	1.0
83195	20	social_companion:family	0.375
83330	1	playing_time:very_short	0.0337079
83330	2	playing_time:short	0.0337079
83330	4	playing_time:long	0.258427
83330	5	playing_time:very_long	0.0898876
83330	6	gaming_mood:party	0.0224719
83330	7	gaming_mood:easy-going	0.0786517
83330	8	gaming_mood:expert	0.0561798
83330	9	gaming_mood:intense	0.202247
83330	10	gaming_mood:cooperative	0.213483
83330	11	gaming_mood:competitive	0.0224719
83330	12	gaming_mood:thematic	0.101124
83330	13	gaming_mood:story-based	1.0
83330	14	social_companion:1-player	0.011236
83330	15	social_companion:2-players	0.0337079
83330	20	social_companion:family	0.0337079
84732	1	playing_time:very_short	1.0
84876	1	playing_time:very_short	0.0653061
84876	2	playing_time:short	0.0326531
84876	3	playing_time:moderate	0.044898
84876	4	playing_time:long	0.126531
84876	5	playing_time:very_long	0.0326531
84876	6	gaming_mood:party	0.0122449
84876	7	gaming_mood:easy-going	0.383673
84876	8	gaming_mood:expert	0.0938776
84876	9	gaming_mood:intense	0.191837
84876	10	gaming_mood:cooperative	0.0244898
84876	11	gaming_mood:competitive	0.208163
84876	12	gaming_mood:thematic	0.00408163
84876	13	gaming_mood:story-based	0.00816326
84876	14	social_companion:1-player	0.044898
84876	15	social_companion:2-players	1.0
84876	17	social_companion:toddlers	0.00408163
84876	19	social_companion:children	0.0489796
84876	20	social_companion:family	0.0653061
84889	4	playing_time:long	0.428571
84889	8	gaming_mood:expert	0.285714
84889	9	gaming_mood:intense	1.0
84889	10	gaming_mood:cooperative	0.285714
84889	11	gaming_mood:competitive	0.142857
84889	15	social_companion:2-players	0.571429
86955	1	playing_time:very_short	0.333333
86955	7	gaming_mood:easy-going	1.0
86955	19	social_companion:children	0.666667
86955	20	social_companion:family	0.666667
87890	1	playing_time:very_short	0.25
87890	4	playing_time:long	0.75
87890	5	playing_time:very_long	0.25
87890	7	gaming_mood:easy-going	0.75
87890	8	gaming_mood:expert	0.5
87890	9	gaming_mood:intense	0.5
87890	11	gaming_mood:competitive	0.75
87890	15	social_companion:2-players	1.0
89415	13	gaming_mood:story-based	1.0
89415	19	social_companion:children	0.833333
89415	20	social_companion:family	0.166667
91514	1	playing_time:very_short	0.166667
91514	2	playing_time:short	0.0104167
91514	4	playing_time:long	0.0104167
91514	6	gaming_mood:party	0.0729167
91514	7	gaming_mood:easy-going	0.0625
91514	8	gaming_mood:expert	0.0104167
91514	9	gaming_mood:intense	0.0104167
91514	11	gaming_mood:competitive	0.0104167
91514	17	social_companion:toddlers	0.0208333
91514	18	social_companion:preschoolers	0.0104167
91514	19	social_companion:children	1.0
91514	20	social_companion:family	0.114583
91514	21	social_companion:friends	0.0104167
91534	1	playing_time:very_short	0.625
91534	7	gaming_mood:easy-going	0.625
91534	11	gaming_mood:competitive	0.125
91534	15	social_companion:2-players	1.0
91534	19	social_companion:children	0.25
91534	20	social_companion:family	0.25
92828	1	playing_time:very_short	0.0681818
92828	6	gaming_mood:party	1.0
92828	7	gaming_mood:easy-going	0.181818
92828	8	gaming_mood:expert	0.0227273
92828	9	gaming_mood:intense	0.0454545
92828	13	gaming_mood:story-based	0.0909091
92828	15	social_companion:2-players	0.0227273
92828	16	social_companion:large-group	0.386364
92828	19	social_companion:children	0.113636
92828	20	social_companion:family	0.272727
93971	7	gaming_mood:easy-going	1.0
93971	9	gaming_mood:intense	0.5
96713	1	playing_time:very_short	1.0
96713	2	playing_time:short	0.333333
96713	3	playing_time:moderate	0.166667
96713	4	playing_time:long	0.166667
96713	7	gaming_mood:easy-going	1.0
96713	9	gaming_mood:intense	0.166667
96713	11	gaming_mood:competitive	0.333333
96713	13	gaming_mood:story-based	0.166667
96713	15	social_companion:2-players	0.666667
96713	19	social_companion:children	0.333333
96713	20	social_companion:family	0.5
97207	1	playing_time:very_short	0.0294118
97207	2	playing_time:short	0.0147059
97207	3	playing_time:moderate	0.0441176
97207	4	playing_time:long	0.132353
97207	5	playing_time:very_long	0.0588235
97207	7	gaming_mood:easy-going	0.102941
97207	8	gaming_mood:expert	0.308824
97207	9	gaming_mood:intense	0.147059
97207	10	gaming_mood:cooperative	0.0441176
97207	11	gaming_mood:competitive	1.0
97207	12	gaming_mood:thematic	0.0882353
97207	13	gaming_mood:story-based	0.0588235
97207	14	social_companion:1-player	0.0294118
97207	15	social_companion:2-players	0.352941
97207	19	social_companion:children	0.147059
97207	20	social_companion:family	0.102941
98778	1	playing_time:very_short	0.223404
98778	2	playing_time:short	0.00797872
98778	4	playing_time:long	0.00797872
98778	5	playing_time:very_long	0.00531915
98778	6	gaming_mood:party	0.0531915
98778	7	gaming_mood:easy-going	0.284574
98778	8	gaming_mood:expert	0.0691489
98778	9	gaming_mood:intense	0.220745
98778	10	gaming_mood:cooperative	1.0
98778	11	gaming_mood:competitive	0.0159574
98778	13	gaming_mood:story-based	0.00265957
98778	14	social_companion:1-player	0.00265957
98778	15	social_companion:2-players	0.148936
98778	16	social_companion:large-group	0.00531915
98778	18	social_companion:preschoolers	0.00265957
98778	19	social_companion:children	0.037234
98778	20	social_companion:family	0.114362
98778	21	social_companion:friends	0.00265957
100901	1	playing_time:very_short	0.0180723
100901	2	playing_time:short	0.0120482
100901	3	playing_time:moderate	0.00803213
100901	4	playing_time:long	0.0100402
100901	5	playing_time:very_long	0.00401606
100901	6	gaming_mood:party	0.00401606
100901	7	gaming_mood:easy-going	0.13253
100901	8	gaming_mood:expert	0.0160643
100901	9	gaming_mood:intense	0.0863454
100901	10	gaming_mood:cooperative	1.0
100901	11	gaming_mood:competitive	0.0100402
100901	12	gaming_mood:thematic	0.00803213
100901	13	gaming_mood:story-based	0.0341365
100901	14	social_companion:1-player	0.0341365
100901	15	social_companion:2-players	0.0200803
100901	16	social_companion:large-group	0.0281125
100901	18	social_companion:preschoolers	0.0120482
100901	19	social_companion:children	0.148594
100901	20	social_companion:family	0.281125
103091	4	playing_time:long	1.0
103091	11	gaming_mood:competitive	1.0
103885	1	playing_time:very_short	0.3125
103885	2	playing_time:short	0.0625
103885	3	playing_time:moderate	0.03125
103885	4	playing_time:long	0.1875
103885	5	playing_time:very_long	0.03125
103885	7	gaming_mood:easy-going	1.0
103885	8	gaming_mood:expert	0.125
103885	9	gaming_mood:intense	0.1875
103885	10	gaming_mood:cooperative	0.1875
103885	11	gaming_mood:competitive	0.09375
103885	13	gaming_mood:story-based	0.15625
103885	15	social_companion:2-players	0.34375
103885	18	social_companion:preschoolers	0.03125
103885	19	social_companion:children	0.65625
103885	20	social_companion:family	0.125
104006	1	playing_time:very_short	0.0833333
104006	4	playing_time:long	0.0277778
104006	7	gaming_mood:easy-going	0.0833333
104006	8	gaming_mood:expert	0.0277778
104006	9	gaming_mood:intense	0.0833333
104006	11	gaming_mood:competitive	0.0833333
104006	12	gaming_mood:thematic	0.0277778
104006	13	gaming_mood:story-based	0.166667
104006	15	social_companion:2-players	0.305556
104006	19	social_companion:children	0.0277778
104006	20	social_companion:family	1.0
104162	1	playing_time:very_short	0.0666667
104162	2	playing_time:short	0.0111111
104162	3	playing_time:moderate	0.0444444
104162	4	playing_time:long	0.155556
104162	5	playing_time:very_long	0.0777778
104162	6	gaming_mood:party	0.0777778
104162	7	gaming_mood:easy-going	0.211111
104162	8	gaming_mood:expert	0.0555556
104162	9	gaming_mood:intense	0.0777778
104162	10	gaming_mood:cooperative	0.5
104162	11	gaming_mood:competitive	0.0555556
104162	12	gaming_mood:thematic	0.0222222
104162	13	gaming_mood:story-based	1.0
104162	14	social_companion:1-player	0.0888889
104162	15	social_companion:2-players	0.111111
104162	19	social_companion:children	0.177778
104162	20	social_companion:family	0.0777778
104162	21	social_companion:friends	0.0111111
104347	1	playing_time:very_short	0.8
104347	2	playing_time:short	0.2
104347	7	gaming_mood:easy-going	1.0
104347	8	gaming_mood:expert	0.2
104347	11	gaming_mood:competitive	0.2
104347	15	social_companion:2-players	0.4
104347	20	social_companion:family	0.2
105134	1	playing_time:very_short	0.0689655
105134	2	playing_time:short	0.0344828
105134	3	playing_time:moderate	0.0689655
105134	4	playing_time:long	0.137931
105134	5	playing_time:very_long	0.0689655
105134	6	gaming_mood:party	0.0344828
105134	7	gaming_mood:easy-going	0.137931
105134	8	gaming_mood:expert	0.0344828
105134	9	gaming_mood:intense	0.137931
105134	11	gaming_mood:competitive	0.172414
105134	13	gaming_mood:story-based	1.0
105134	15	social_companion:2-players	0.0689655
105134	16	social_companion:large-group	0.0344828
105134	19	social_companion:children	0.344828
105134	20	social_companion:family	0.103448
106753	1	playing_time:very_short	0.5
106753	7	gaming_mood:easy-going	0.5
106753	19	social_companion:children	1.0
107529	1	playing_time:very_short	0.314516
107529	2	playing_time:short	0.0887097
107529	3	playing_time:moderate	0.016129
107529	4	playing_time:long	0.0241935
107529	5	playing_time:very_long	0.00806452
107529	7	gaming_mood:easy-going	1.0
107529	8	gaming_mood:expert	0.016129
107529	9	gaming_mood:intense	0.0322581
107529	11	gaming_mood:competitive	0.193548
107529	12	gaming_mood:thematic	0.00806452
107529	15	social_companion:2-players	0.169355
107529	16	social_companion:large-group	0.00806452
107529	19	social_companion:children	0.137097
107529	20	social_companion:family	0.217742
108745	1	playing_time:very_short	0.16129
108745	2	playing_time:short	0.0483871
108745	3	playing_time:moderate	0.0483871
108745	4	playing_time:long	0.0967742
108745	7	gaming_mood:easy-going	0.290323
108745	8	gaming_mood:expert	0.0483871
108745	10	gaming_mood:cooperative	0.016129
108745	11	gaming_mood:competitive	0.0806452
108745	14	social_companion:1-player	0.0806452
108745	15	social_companion:2-players	1.0
108745	19	social_companion:children	0.0806452
108745	20	social_companion:family	0.0967742
108745	21	social_companion:friends	0.016129
109276	3	playing_time:moderate	0.307692
109276	4	playing_time:long	0.230769
109276	5	playing_time:very_long	0.0769231
109276	6	gaming_mood:party	0.0769231
109276	7	gaming_mood:easy-going	0.461538
109276	8	gaming_mood:expert	1.0
109276	9	gaming_mood:intense	0.461538
109276	12	gaming_mood:thematic	0.0769231
109276	15	social_companion:2-players	0.384615
109276	20	social_companion:family	0.153846
109276	21	social_companion:friends	0.0769231
112869	4	playing_time:long	0.5
112869	7	gaming_mood:easy-going	1.0
113924	1	playing_time:very_short	0.0327869
113924	4	playing_time:long	0.196721
113924	5	playing_time:very_long	0.0327869
113924	6	gaming_mood:party	0.0163934
113924	7	gaming_mood:easy-going	0.245902
113924	8	gaming_mood:expert	0.0327869
113924	9	gaming_mood:intense	0.229508
113924	10	gaming_mood:cooperative	1.0
113924	11	gaming_mood:competitive	0.0163934
113924	13	gaming_mood:story-based	0.114754
113924	14	social_companion:1-player	0.0491803
113924	16	social_companion:large-group	0.0491803
113924	19	social_companion:children	0.0327869
113924	20	social_companion:family	0.0983607
113924	21	social_companion:friends	0.0163934
115233	13	gaming_mood:story-based	1.0
115233	19	social_companion:children	0.222222
115233	20	social_companion:family	0.111111
117985	7	gaming_mood:easy-going	1.0
117985	16	social_companion:large-group	1.0
117985	20	social_companion:family	1.0
117995	15	social_companion:2-players	0.142857
117995	19	social_companion:children	1.0
118048	1	playing_time:very_short	0.0368098
118048	2	playing_time:short	0.0122699
118048	3	playing_time:moderate	0.0245399
118048	4	playing_time:long	0.00613497
118048	7	gaming_mood:easy-going	0.0981595
118048	8	gaming_mood:expert	0.0245399
118048	9	gaming_mood:intense	0.0736196
118048	11	gaming_mood:competitive	0.0490798
118048	14	social_companion:1-player	0.0184049
118048	15	social_companion:2-players	1.0
118048	19	social_companion:children	0.00613497
118048	20	social_companion:family	0.00613497
118247	1	playing_time:very_short	1.0
118247	7	gaming_mood:easy-going	0.25
118247	15	social_companion:2-players	0.25
118247	20	social_companion:family	0.25
118410	19	social_companion:children	1.0
118705	19	social_companion:children	1.0
118705	20	social_companion:family	1.0
119890	1	playing_time:very_short	0.222222
119890	2	playing_time:short	0.043771
119890	3	playing_time:moderate	0.003367
119890	4	playing_time:long	0.00673401
119890	7	gaming_mood:easy-going	0.0673401
119890	8	gaming_mood:expert	0.010101
119890	9	gaming_mood:intense	0.111111
119890	10	gaming_mood:cooperative	0.003367
119890	11	gaming_mood:competitive	0.03367
119890	12	gaming_mood:thematic	0.003367
119890	14	social_companion:1-player	0.003367
119890	15	social_companion:2-players	1.0
119890	18	social_companion:preschoolers	0.00673401
119890	19	social_companion:children	0.03367
119890	20	social_companion:family	0.0841751
120515	1	playing_time:very_short	1.0
120515	7	gaming_mood:easy-going	0.214286
120515	9	gaming_mood:intense	0.0714286
120515	12	gaming_mood:thematic	0.0714286
120515	15	social_companion:2-players	0.142857
120515	19	social_companion:children	0.428571
120677	1	playing_time:very_short	0.277778
120677	2	playing_time:short	0.0555556
120677	3	playing_time:moderate	0.166667
120677	4	playing_time:long	0.611111
120677	5	playing_time:very_long	0.25
120677	7	gaming_mood:easy-going	0.472222
120677	8	gaming_mood:expert	0.777778
120677	9	gaming_mood:intense	0.138889
120677	10	gaming_mood:cooperative	0.0555556
120677	11	gaming_mood:competitive	1.0
120677	12	gaming_mood:thematic	0.0277778
120677	13	gaming_mood:story-based	0.0555556
120677	15	social_companion:2-players	0.805556
120677	19	social_companion:children	0.111111
120677	20	social_companion:family	0.0277778
120677	21	social_companion:friends	0.0277778
122515	1	playing_time:very_short	0.0350877
122515	2	playing_time:short	0.0105263
122515	3	playing_time:moderate	0.0105263
122515	4	playing_time:long	0.00701754
